"RT- 472178 - University of Washington, Seattle",,,,,,,,,,,,,,,,,,,
Report Date 2022-02-14,,,,,,,,,,,,,,,,,,,
"Data refreshed nightly, Monday - Saturday. Last refresh at 2022-02-14 01:45 AM",,,,,,,,,,,,,,,,,,,
Year/Quarter: Autumn 2014 - Autumn 2021,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Academic_Year,Term,Course_Number,Course_Title,Student_Count,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average_GPA,
2017-18,20182 (Spring 2018),SCAND 361 A,DANISH CINEMA,35,20,13,2,,,,,,,,,,,3.8,
2017-18,20182 (Spring 2018),SCTL 504 A,FAC DES & OP MGMT,36,6,19,7,3,1,,,,,,,,,3.5,
2017-18,20182 (Spring 2018),SCTL 508 A,SUPPLY CHAIN COLLAB,22,2,13,4,2,1,,,,,,,,,3.5,
2017-18,20182 (Spring 2018),SLAVIC 423 A,EAST EUROPEAN FILM,36,25,7,2,1,,1,,,,,,,,3.8,
2017-18,20182 (Spring 2018),SMEA 502 A,APPLIED MAR AFFAIRS,32,11,20,1,,,,,,,,,,,3.7,
2017-18,20182 (Spring 2018),SMEA 512 A,METHODS&ENVIR TOPICS,16,15,,,,,,,,,,,,1,3.9,
2017-18,20182 (Spring 2018),SMEA 515 A,US COAST & OCN LAW,26,9,7,7,1,2,,,,,,,,,3.5,
2017-18,20182 (Spring 2018),SMEA 519 A,MARINE POLCY ANALYS,38,7,31,,,,,,,,,,,,3.7,
2017-18,20182 (Spring 2018),SOC 201 A,INTR TPCS SOCIOLOGY,78,52,10,4,2,3,3,,1,,,,2,1,3.6,
2017-18,20182 (Spring 2018),SOC 201 B,INTR TPCS SOCIOLOGY,144,45,71,12,5,3,1,1,,,,,2,4,3.6,
2017-18,20182 (Spring 2018),SOC 215 A,URBAN SOCIOLOGY,33,8,6,2,1,4,3,1,3,3,,1,,1,2.9,
2017-18,20182 (Spring 2018),SOC 221 A,STAT FOR SOC SCI,39,1,11,8,10,9,,,,,,,,,3.1,
2017-18,20182 (Spring 2018),SOC 225 A,DATA AND SOCIETY,60,9,26,12,5,2,1,,1,,,1,,3,3.4,
2017-18,20182 (Spring 2018),SOC 225 B,DATA AND SOCIETY,26,4,12,5,2,1,,,,,,,1,1,3.3,
2017-18,20182 (Spring 2018),SOC 230 A,US HEALTH DISPARITY,30,17,10,,1,1,,,,,,,1,,3.6,
2017-18,20182 (Spring 2018),SOC 270 A,SOCIAL PROBLEMS,285,44,90,75,36,15,6,3,4,,,1,1,10,3.3,
2017-18,20182 (Spring 2018),SOC 271 A,SOC DEVE/SOC CNTRL,99,38,24,11,9,8,4,1,,2,,,,2,3.4,
2017-18,20182 (Spring 2018),SOC 275 A,MURDER,141,12,59,21,21,13,9,1,3,1,1,,,,3.2,
2017-18,20182 (Spring 2018),SOC 287 A,SOC OF SEXUALITY,29,5,14,3,4,2,,,,,,,,1,3.5,
2017-18,20182 (Spring 2018),SOC 300 A,FOUND SOC INQUIRY,66,16,16,11,4,5,5,3,,2,,,,4,3.2,
2017-18,20182 (Spring 2018),SOC 301 A,WAR,24,8,2,3,3,,4,2,,,1,,1,,3,
2017-18,20182 (Spring 2018),SOC 316 A,SOCIOLOGICAL THEORY,78,15,10,10,13,9,5,9,1,1,,,3,2,2.9,
2017-18,20182 (Spring 2018),SOC 352 B,THE FAMILY,48,7,10,7,9,9,1,2,1,,,,1,1,3,
2017-18,20182 (Spring 2018),SOC 360 B,INTRO SOC STRAT,48,4,15,12,8,5,2,1,1,,,,,,3.2,
2017-18,20182 (Spring 2018),SOC 371 A,CRIMINOLOGY,128,21,38,25,19,13,2,,1,1,,,2,6,3.3,
2017-18,20182 (Spring 2018),SOC 372 A,CRIME POL AND JUST,109,20,62,13,9,3,1,1,,,,,,,3.5,
2017-18,20182 (Spring 2018),SOC 376 A,DRUGS & SOCIETY,94,7,38,15,8,5,4,6,1,1,,1,4,4,3,
2017-18,20182 (Spring 2018),SOC 402 A,EDUCATION PRACTICUM,15,5,10,,,,,,,,,,,,3.7,
2017-18,20182 (Spring 2018),SOC 403 A,APPLIED RESEARCH,15,8,2,2,1,1,,,,,,1,,,3.4,
2017-18,20182 (Spring 2018),SOC 459 A,THE NEW INEQUALITY,19,10,4,3,1,,,1,,,,,,,3.6,
2017-18,20182 (Spring 2018),SOC 462 A,COMPAR RACE RELATNS,24,9,2,5,,1,1,2,3,,,1,,,3,
2017-18,20182 (Spring 2018),SOC 506 A,MTHD QUANT TECH SOC,23,17,6,,,,,,,,,,,,3.8,
2017-18,20182 (Spring 2018),SOC W 506 A,SOC WELF RES & EVAL,18,16,2,,,,,,,,,,,,3.9,
2017-18,20182 (Spring 2018),SOC W 506 B,SOC WELF RES & EVAL,23,17,5,1,,,,,,,,,,,3.9,
2017-18,20182 (Spring 2018),SOC W 506 C,SOC WELF RES & EVAL,23,22,1,,,,,,,,,,,,3.9,
2017-18,20182 (Spring 2018),SOC W 506 D,SOC WELF RES & EVAL,20,16,4,,,,,,,,,,,,3.9,
2017-18,20182 (Spring 2018),SOC W 506 E,SOC WELF RES & EVAL,22,16,6,,,,,,,,,,,,3.9,
2017-18,20182 (Spring 2018),SOC W 510 A,PR 1-INTRO SW PRAC,22,9,10,2,,,,,,,,,,1,3.7,
2017-18,20182 (Spring 2018),SOC W 510 B,PR 1-INTRO SW PRAC,19,15,4,,,,,,,,,,,,3.9,
2017-18,20182 (Spring 2018),SOC W 510 C,PR 1-INTRO SW PRAC,26,21,4,,,,,,,,,,,1,3.9,
2017-18,20182 (Spring 2018),SOC W 513 A,PR 4-COMM CHNG PRAC,23,17,5,,,,,,,,,,,1,3.9,
2017-18,20182 (Spring 2018),SOC W 513 B,PR 4-COMM CHNG PRAC,22,21,1,,,,,,,,,,,,3.9,
2017-18,20182 (Spring 2018),SOC W 513 C,PR 4-COMM CHNG PRAC,22,2,18,2,,,,,,,,,,,3.6,
2017-18,20182 (Spring 2018),SOC W 513 D,PR 4-COMM CHNG PRAC,22,17,5,,,,,,,,,,,,3.8,
2017-18,20182 (Spring 2018),SOC W 513 E,PR 4-COMM CHNG PRAC,22,14,8,,,,,,,,,,,,3.8,
2017-18,20182 (Spring 2018),SOC W 513 F,PR 4-COMM CHNG PRAC,23,16,7,,,,,,,,,,,,3.8,
2017-18,20182 (Spring 2018),SOC W 513 G,PR 4-COMM CHNG PRAC,21,20,,1,,,,,,,,,,,3.9,
2017-18,20182 (Spring 2018),SOC W 513 H,PR 4-COMM CHNG PRAC,21,5,14,,1,,,,,,,,,1,3.7,
2017-18,20182 (Spring 2018),SOC W 513 I,PR 4-COMM CHNG PRAC,26,17,8,,,,,,,,,,,1,3.8,
2017-18,20182 (Spring 2018),SOC W 517 A,INDV FAM COM PREV,22,9,12,,,,,,,,,,,1,3.8,
2017-18,20182 (Spring 2018),SOC W 531 B,CHILD MENTAL HLTH,21,16,3,,,,,,,,,,,2,3.9,
2017-18,20182 (Spring 2018),SOC W 533 A,CYF COMMUNITY PR,36,35,,,,,,,,,,,,1,4,
2017-18,20182 (Spring 2018),SOC W 542 A,MH RECOVERY PRACTICE,22,19,3,,,,,,,,,,,,3.9,
2017-18,20182 (Spring 2018),SOC W 546 A,TRAUMA & RECOVERY,26,8,17,,,,,,,,,,,1,3.8,
2017-18,20182 (Spring 2018),SOC W 548 A,ADV PRACT I: MG,18,10,5,1,2,,,,,,,,,,3.7,
2017-18,20182 (Spring 2018),SOC W 551 A,"HR MNGMNT, HUM SVCS",19,17,2,,,,,,,,,,,,3.9,
2017-18,20182 (Spring 2018),SOC W 557 A,CRITICL ILLNSS CARE,24,23,1,,,,,,,,,,,,3.9,
2017-18,20182 (Spring 2018),SOC W 562 A,ADV PRACT I: H/MH,24,21,2,,,1,,,,,,,,,3.9,
2017-18,20182 (Spring 2018),SOC W 562 B,ADV PRACT I: H/MH,15,9,6,,,,,,,,,,,,3.8,
2017-18,20182 (Spring 2018),SOC W 570 A,ANTI-RACIST ORGNZNG,32,14,2,,,,,,,,,,,,3.9,
2017-18,20182 (Spring 2018),SOC W 580 A,GRANT WRITING,17,15,,1,,,,,,,,,,1,3.9,
2017-18,20182 (Spring 2018),SOC W 584 A,MLTICL TRL MNTL HLTH,18,18,,,,,,,,,,,,,3.9,
2017-18,20182 (Spring 2018),SOC W 588 A,SOC WORK IN SCHOOLS,25,16,7,1,,,1,,,,,,,,3.8,
2017-18,20182 (Spring 2018),SOC W 592 A,AFRICAN-AMRICAN FAM,17,16,,,,,,,,,,,,1,4,
2017-18,20182 (Spring 2018),SOC W 593 A,CHEMDEP:ASSESS/CNSL,28,28,,,,,,,,,,,,,3.9,
2017-18,20182 (Spring 2018),SOC W 595 A,CO-OCCUR DISORDERS,35,18,13,2,1,,,,,,,,,1,3.7,
2017-18,20182 (Spring 2018),SOC W 598 M,INTEGRATIVE SMNR,31,31,,,,,,,,,,,,,4,
2017-18,20182 (Spring 2018),SOC WF 312 A,SOCL WELF PRAC III,17,3,8,4,1,,,,,,,,1,,3.3,
2017-18,20182 (Spring 2018),SOC WF 312 B,SOCL WELF PRAC III,20,13,7,,,,,,,,,,,,3.8,
2017-18,20182 (Spring 2018),SOC WF 315 A,COMM SERV LEARNING,36,27,8,1,,,,,,,,,,,3.9,
2017-18,20182 (Spring 2018),SOC WF 320 A,SOCL WELFARE POLICY,37,11,16,6,1,,1,1,,,1,,,,3.5,
2017-18,20182 (Spring 2018),SOC WF 460 A,CHEMICAL DEPENDENCY,40,23,9,4,,1,1,,,,,,,2,3.7,
2017-18,20182 (Spring 2018),SPAN 102 A,ELEMENTARY SPANISH,22,,8,2,3,3,2,1,,2,,,,1,2.9,
2017-18,20182 (Spring 2018),SPAN 102 B,ELEMENTARY SPANISH,21,1,5,4,2,5,,1,,,,,2,1,2.8,
2017-18,20182 (Spring 2018),SPAN 103 A,ELEMENTARY SPANISH,25,1,16,2,1,3,,,,,,,1,1,3.3,
2017-18,20182 (Spring 2018),SPAN 103 B,ELEMENTARY SPANISH,24,1,12,3,4,1,1,,,,,,1,1,3.2,
2017-18,20182 (Spring 2018),SPAN 103 C,ELEMENTARY SPANISH,18,,3,4,4,2,3,2,,,,,,,2.9,
2017-18,20182 (Spring 2018),SPAN 103 D,ELEMENTARY SPANISH,23,2,13,1,2,2,3,,,,,,,,3.3,
2017-18,20182 (Spring 2018),SPAN 103 E,ELEMENTARY SPANISH,23,1,15,4,1,1,,,,,,,1,,3.3,
2017-18,20182 (Spring 2018),SPAN 103 F,ELEMENTARY SPANISH,24,6,13,2,1,1,,,,,,,,1,3.6,
2017-18,20182 (Spring 2018),SPAN 110 A,BASIC SPANSH REVIEW,18,2,6,4,,1,2,1,1,,1,,,,3,
2017-18,20182 (Spring 2018),SPAN 201 B,INTERMEDIATE SPAN,24,8,13,,1,,,,1,,,,,1,3.6,
2017-18,20182 (Spring 2018),SPAN 201 C,INTERMEDIATE SPAN,22,12,4,1,1,2,,,1,,,,1,,3.4,
2017-18,20182 (Spring 2018),SPAN 202 B,INTERMEDIATE SPAN,23,3,15,3,,1,,,1,,,,,,3.5,
2017-18,20182 (Spring 2018),SPAN 202 C,INTERMEDIATE SPAN,19,1,14,2,1,,,1,,,,,,,3.4,
2017-18,20182 (Spring 2018),SPAN 203 B,INTERMEDIATE SPAN,23,1,18,3,,,,1,,,,,,,3.5,
2017-18,20182 (Spring 2018),SPAN 203 C,INTERMEDIATE SPAN,22,2,10,7,,2,,,1,,,,,,3.4,
2017-18,20182 (Spring 2018),SPAN 203 D,INTERMEDIATE SPAN,22,4,14,3,1,,,,,,,,,,3.6,
2017-18,20182 (Spring 2018),SPAN 216 A,HERITAGE LEARNERS,25,,10,4,3,4,1,,,1,1,,,1,3,
2017-18,20182 (Spring 2018),SPAN 301 A,ADVANCED SPANISH,17,,13,1,2,,,,,,,,,1,3.5,
2017-18,20182 (Spring 2018),SPAN 301 B,ADVANCED SPANISH,18,11,6,,,,,,1,,,,,,3.7,
2017-18,20182 (Spring 2018),SPAN 302 A,ADVANCED SPANISH,16,4,11,,,1,,,,,,,,,3.7,
2017-18,20182 (Spring 2018),SPAN 302 B,ADVANCED SPANISH,18,10,8,,,,,,,,,,,,3.8,
2017-18,20182 (Spring 2018),SPAN 303 A,ADVANCED SPANISH,19,10,7,1,,,,,1,,,,,,3.6,
2017-18,20182 (Spring 2018),SPAN 303 B,ADVANCED SPANISH,20,8,9,2,1,,,,,,,,,,3.7,
2017-18,20182 (Spring 2018),SPAN 313 A,BUSINESS SPANISH,21,8,11,2,,,,,,,,,,,3.7,
2017-18,20182 (Spring 2018),SPAN 316 A,COMP FOR HERITAGE,15,1,4,1,1,4,1,1,1,,,,1,,2.7,
2017-18,20182 (Spring 2018),SPAN 322 A,HISPANIC CLTR STDS,22,8,10,2,,,1,,,,,,,1,3.6,
2017-18,20182 (Spring 2018),SPAN 323 A,INTRO SPAN LINGUIST,29,18,7,1,2,,,,,,,,,1,3.8,
2017-18,20182 (Spring 2018),SPAN 339 A,WMN WRITERS,24,5,15,1,1,2,,,,,,,,,3.6,
2017-18,20182 (Spring 2018),SPAN 482 A,18-20TH C SPAN LIT,22,6,14,,1,,1,,,,,,,,3.6,
2017-18,20182 (Spring 2018),SPH 381 A,PH SCIENCE,146,24,78,21,16,5,,,1,,,1,,,3.5,
2017-18,20182 (Spring 2018),SPH 481 A,PH ETHICS & POLICY,101,9,62,14,5,5,2,3,1,,,,,,3.4,
2017-18,20182 (Spring 2018),SPH 492 A,CAPSTONE II,71,50,14,3,1,1,2,,,,,,,,3.7,
2017-18,20182 (Spring 2018),SPH 492 B,CAPSTONE II,106,60,37,2,3,3,1,,,,,,,,3.7,
2017-18,20182 (Spring 2018),SPHSC 304 A,DEV ASPECTS COMMUN,43,26,12,4,1,,,,,,,,,,3.8,
2017-18,20182 (Spring 2018),SPHSC 304 B,DEV ASPECTS COMMUN,22,17,4,,,,,1,,,,,,,3.8,
2017-18,20182 (Spring 2018),SPHSC 320 A,ANAT PHYSLGY SPEECH,53,11,22,5,1,3,3,,4,1,1,,1,1,3.2,
2017-18,20182 (Spring 2018),SPHSC 320 B,ANAT PHYSLGY SPEECH,21,12,5,3,1,,,,,,,,,,3.7,
2017-18,20182 (Spring 2018),SPHSC 406 A,TRETMT SP LG DISRDR,41,6,23,7,3,,,,2,,,,,,3.5,
2017-18,20182 (Spring 2018),SPHSC 449 A,STDY SPH PATH & AUD,24,23,,,,,,,,,,,,1,4,
2017-18,20182 (Spring 2018),SPHSC 461 A,HEARING SCIENCE,55,13,10,15,7,3,,4,1,1,1,,,,3.2,
2017-18,20182 (Spring 2018),SPHSC 461 B,HEARING SCIENCE,22,16,1,3,,1,,,1,,,,,,3.7,
2017-18,20182 (Spring 2018),SPHSC 531 A,NEURO MTR SPCH DIS,26,14,11,1,,,,,,,,,,,3.8,
2017-18,20182 (Spring 2018),SPHSC 531 B,NEURO MTR SPCH DIS,16,10,6,,,,,,,,,,,,3.8,
2017-18,20182 (Spring 2018),SPHSC 536 A,SCHOOL-AGE COM DIS,17,16,1,,,,,,,,,,,,3.9,
2017-18,20182 (Spring 2018),SPHSC 536 B,SCHOOL-AGE COM DIS,26,25,1,,,,,,,,,,,,3.9,
2017-18,20182 (Spring 2018),SPHSC 541 B,AAC: MEDICAL,24,18,6,,,,,,,,,,,,3.8,
2017-18,20182 (Spring 2018),SPHSC 548 A,TBI SEMINAR,24,13,11,,,,,,,,,,,,3.8,
2017-18,20182 (Spring 2018),SPHSC 579 A,GERIATRIC AUDIOLOGY,15,15,,,,,,,,,,,,,4,
2017-18,20182 (Spring 2018),SPHSC 583 A,HEARING AID SELECT,15,7,5,1,1,1,,,,,,,,,3.7,
2017-18,20182 (Spring 2018),SPHSC 592 A,ELECTROPHYS ASESS I,15,15,,,,,,,,,,,,,4,
2017-18,20182 (Spring 2018),STAT 220 A,PRIN STAT REASONING,172,19,52,31,36,8,15,6,1,1,,,2,1,3.1,
2017-18,20182 (Spring 2018),STAT 221 A,STAT FOR SOC SCI,92,4,28,17,20,15,,6,,,,,,2,3.1,
2017-18,20182 (Spring 2018),STAT 302 A,STAT SOFTWARE APPL,38,13,17,5,2,,,,,,,,,1,3.6,
2017-18,20182 (Spring 2018),STAT 311 A,ELEMNTS STAT METHOD,172,7,36,40,40,20,10,5,3,4,1,,4,2,2.9,
2017-18,20182 (Spring 2018),STAT 311 B,ELEMNTS STAT METHOD,121,16,27,25,22,9,3,5,1,,1,2,,10,3.2,
2017-18,20182 (Spring 2018),STAT 342 A,PROB & MATH STAT 3,30,4,14,7,2,3,,,,,,,,,3.4,
2017-18,20182 (Spring 2018),STAT 390 A,STAT MTHDS ENGR SCI,40,4,7,3,7,6,7,1,2,,1,,,2,2.9,
2017-18,20182 (Spring 2018),STAT 391 A,INTRO STAT DATA SCI,38,10,15,7,1,3,,,,,,,,2,3.5,
2017-18,20182 (Spring 2018),STAT 403 A,RESAMPLING INFER,21,14,7,,,,,,,,,,,,3.9,
2017-18,20182 (Spring 2018),STAT 416 A,INTRO MACH LEARNING,48,5,19,13,6,3,,,,,,,1,1,3.3,
2017-18,20182 (Spring 2018),STAT 435 A,MACHINE LEARNING,47,8,19,8,7,,,,,,,,,5,3.5,
2017-18,20182 (Spring 2018),STAT 498 B,SPECIAL TOPICS,25,21,3,1,,,,,,,,,,,3.8,
2017-18,20182 (Spring 2018),STAT 527 B,NONPARA REGRESSION,16,1,7,7,,1,,,,,,,,,3.4,
2017-18,20182 (Spring 2018),STAT 534 B,STAT COMPUTING,23,19,4,,,,,,,,,,,,3.9,
2017-18,20182 (Spring 2018),STAT 548 A,MACH LEARN BIG DATA,29,12,12,,1,,,,,,,,,4,3.7,
2017-18,20182 (Spring 2018),STAT 583 A,ADV THRY STAT INFER,26,9,15,1,1,,,,,,,,,,3.7,
2017-18,20182 (Spring 2018),SWA 103 A,BASIC SWAHILI,17,17,,,,,,,,,,,,,4,
2017-18,20182 (Spring 2018),TAGLG 103 B,BASIC TAGALOG,37,35,1,,,,,,,,,,,1,3.9,
2017-18,20182 (Spring 2018),TECHIN 511 A,FAB PHYS PROTOTYPING,39,12,10,6,3,6,,,,,,,,2,3.5,
2017-18,20182 (Spring 2018),TECHIN 515 A,HRDW/SOFTW LAB 2,40,13,21,1,,2,,1,,,,,,2,3.6,
2017-18,20182 (Spring 2018),TECHIN 523 A,USER RES EVAL STUDIO,40,20,15,1,,2,,,,,,,,2,3.7,
2017-18,20182 (Spring 2018),TECHIN 532 A,FINANCE & ACCOUNT,38,,9,13,9,3,1,,1,,,,,2,3.1,
2017-18,20182 (Spring 2018),TMMBA 504 A,COMPET STRATEGY,35,7,21,7,,,,,,,,,,,3.6,
2017-18,20182 (Spring 2018),TMMBA 504 B,COMPET STRATEGY,34,4,23,7,,,,,,,,,,,3.6,
2017-18,20182 (Spring 2018),TMMBA 510 A,LEADERSHIP DVLPMNT,35,27,7,1,,,,,,,,,,,3.9,
2017-18,20182 (Spring 2018),TMMBA 510 B,LEADERSHIP DVLPMNT,34,24,10,,,,,,,,,,,,3.9,
2017-18,20182 (Spring 2018),TMMBA 512 A,CORP FIN STRAT,35,11,16,7,1,,,,,,,,,,3.6,
2017-18,20182 (Spring 2018),TMMBA 512 B,CORP FIN STRAT,34,8,11,15,,,,,,,,,,,3.5,
2017-18,20182 (Spring 2018),TMMBA 512 C,CORP FIN STRAT,46,8,27,11,,,,,,,,,,,3.6,
2017-18,20182 (Spring 2018),TMMBA 514 A,DECISION MODELING,47,14,17,6,8,2,,,,,,,,,3.5,
2017-18,20182 (Spring 2018),TMMBA 516 A,OPS & SUPPL CH MGMT,47,11,29,7,,,,,,,,,,,3.6,
2017-18,20182 (Spring 2018),TMMBA 524 A,LEAD ORG CHANGE,30,11,8,9,1,1,,,,,,,,,3.6,
2017-18,20182 (Spring 2018),TMMBA 524 B,LEAD ORG CHANGE,45,22,18,5,,,,,,,,,,,3.7,
2017-18,20182 (Spring 2018),TMMBA 552 A,GLOBAL STRATEGY,30,10,18,2,,,,,,,,,,,3.7,
2017-18,20182 (Spring 2018),TMMBA 552 B,GLOBAL STRATEGY,45,4,37,4,,,,,,,,,,,3.6,
2017-18,20182 (Spring 2018),URBDP 200 A,INTRO URBANIZATION,87,10,35,12,14,4,1,4,1,,2,1,1,2,3.2,
2017-18,20182 (Spring 2018),URBDP 300 A,INTRO TO URBAN PLAN,42,10,8,6,7,6,1,1,,2,1,,,,3.1,
2017-18,20182 (Spring 2018),URBDP 507 C,GEN URB PLAN LAB,15,15,,,,,,,,,,,,,3.9,
2017-18,20182 (Spring 2018),URBDP 561 A,URB EC & PUBLIC POL,15,4,9,1,,,,,,,,,,1,3.7,
2017-18,20182 (Spring 2018),URBDP 565 A,AMERICAN URBAN HIST,17,3,9,4,1,,,,,,,,,,3.5,
2017-18,20182 (Spring 2018),URBDP 573 A,DIGITAL DESIGN,17,11,2,,1,2,,,,,,,,1,3.7,
2017-18,20182 (Spring 2018),URBDP 576 A,PEDESTRIAN TRAVEL,18,10,8,,,,,,,,,,,,3.8,
2017-18,20182 (Spring 2018),URBDP 580 A,LEGAL & ADMIN FRAME,43,11,21,8,2,1,,,,,,,,,3.6,
2017-18,20182 (Spring 2018),VIET 113 A,ELEMENTARY VIET,23,18,3,2,,,,,,,,,,,3.8,
2017-18,20183 (Summer 2018),A A 210 A,ENGR STATICS,32,2,11,8,2,4,1,1,,,,,,3,3.2,
2017-18,20183 (Summer 2018),A A 260 A,THERMODYNAMICS,33,4,16,6,1,4,,,,,,,,2,3.4,
2017-18,20183 (Summer 2018),AAS 101 A,ASIAN-AM STUDIES,20,4,6,3,6,1,,,,,,,,,3.4,
2017-18,20183 (Summer 2018),ACCTG 215 A,ACCTG & FIN REPRTNG,71,12,10,9,9,5,6,1,2,1,1,2,6,7,2.7,
2017-18,20183 (Summer 2018),ACCTG 225 A,MANAGERIAL ACCTG,22,2,3,5,3,2,,3,1,,1,,,2,2.9,
2017-18,20183 (Summer 2018),ACCTG 311 A,COST ACCOUNTING,22,2,4,7,4,2,,,,,,,2,1,2.9,
2017-18,20183 (Summer 2018),ACCTG 321 A,TAX EFF OF BUS DECS,19,2,5,4,3,2,,1,1,1,,,,,3.1,
2017-18,20183 (Summer 2018),ACCTG 505 A,ANLYS ACCTG PRINCPL,28,4,12,4,5,2,,,,,,,1,,3.3,
2017-18,20183 (Summer 2018),ACCTG 560 A,TOPICS/PROF ACCTG,30,6,16,2,3,3,,,,,,,,,3.5,
2017-18,20183 (Summer 2018),AES 151 A,AMER ETHNIC GROUPS,44,39,5,,,,,,,,,,,,3.9,
2017-18,20183 (Summer 2018),AFRAM 101 A,INTRO AF-AM STUDIES,35,15,5,4,1,2,,2,1,,3,,2,,3,
2017-18,20183 (Summer 2018),AFRAM 337 A,MUS & SOC CHANGE,32,10,11,2,2,2,,1,,,,,2,2,3.3,
2017-18,20183 (Summer 2018),AIS 275 A,INTR INDGENOUS STDY,15,10,3,1,1,,,,,,,,,,3.7,
2017-18,20183 (Summer 2018),AIS 275 B,INTR INDGENOUS STDY,16,9,4,,,1,,1,,,,,1,,3.4,
2017-18,20183 (Summer 2018),AIS 275 C,INTR INDGENOUS STDY,15,5,5,3,2,,,,,,,,,,3.6,
2017-18,20183 (Summer 2018),AIS 499 B,INDEPENDENT STUDY,15,7,8,,,,,,,,,,,,3.7,
2017-18,20183 (Summer 2018),AMATH 301 A,BEG SCI COMPUTING,74,25,28,6,6,2,2,2,,,,,1,2,3.5,
2017-18,20183 (Summer 2018),AMATH 351 A,DIFF EQUATIONS,25,4,6,4,1,1,1,2,2,1,,,1,2,2.9,
2017-18,20183 (Summer 2018),AMATH 352 A,LINR ALG & NUM ANLY,24,6,5,3,3,3,,3,,,,,,1,3.2,
2017-18,20183 (Summer 2018),AMATH 353 A,PRTL DIFF EQNS& WVS,19,3,2,4,2,4,2,,1,,,,1,,2.9,
2017-18,20183 (Summer 2018),AMATH 383 A,INTRODUCT MODELING,23,5,12,3,1,1,,,,,,,,1,3.5,
2017-18,20183 (Summer 2018),ANTH 209 A,ANTH VISUAL MEDIA,29,7,5,5,4,4,,1,,1,,,2,,3,
2017-18,20183 (Summer 2018),ANTH 215 A,MED ANTH/ GLBL HLTH,28,19,8,,,,,,,,,,,1,3.8,
2017-18,20183 (Summer 2018),ANTH 305 A,ANTHROP OF THE BODY,34,12,8,6,,4,1,1,,,,,1,1,3.3,
2017-18,20183 (Summer 2018),ANTH 308 A,WOMENS HEALTH&REPRO,25,20,1,1,,,,,,,,,,3,3.9,
2017-18,20183 (Summer 2018),ANTH 308 B,WOMENS HEALTH&REPRO,26,12,4,1,2,1,,,1,,,,4,1,3,
2017-18,20183 (Summer 2018),ANTH 360 A,POPULAR CULTURE ANTH,23,20,1,1,,,,,,,,,,1,3.9,
2017-18,20183 (Summer 2018),ANTH 361 A,ANTH OF FOOD,32,19,8,2,1,,,2,,,,,,,3.7,
2017-18,20183 (Summer 2018),ANTH 460 A,HIST OF ANTHROPOLGY,33,10,15,3,,1,,,,,,,3,1,3.3,
2017-18,20183 (Summer 2018),ARCH 481 A,3D MODEL & RENDER,16,9,1,1,,,,2,,,,,3,,2.9,
2017-18,20183 (Summer 2018),ART 140 D,BASIC PHOTO,18,3,7,4,3,1,,,,,,,,,3.4,
2017-18,20183 (Summer 2018),ART 140 E,BASIC PHOTO,17,5,8,2,1,,,,,,,,,1,3.7,
2017-18,20183 (Summer 2018),ART 190 A,INTRO TO DRAWING,19,9,5,4,1,,,,,,,,,,3.7,
2017-18,20183 (Summer 2018),ART 190 B,INTRO TO DRAWING,22,13,5,4,,,,,,,,,,,3.8,
2017-18,20183 (Summer 2018),ART 190 D,INTRO TO DRAWING,20,3,14,2,,,,,,,,,1,,3.4,
2017-18,20183 (Summer 2018),ART 253 A,INTRO TO CERAMICS,17,2,8,3,,1,1,1,,,,,,1,3.4,
2017-18,20183 (Summer 2018),ART 253 B,INTRO TO CERAMICS,17,11,4,1,1,,,,,,,,,,3.8,
2017-18,20183 (Summer 2018),ART 350 A,PRINTMKG SPEC PROJ,16,5,6,2,1,1,1,,,,,,,,3.5,
2017-18,20183 (Summer 2018),ART 351 A,FURNITURE DESIGN,16,2,6,5,2,,,,,,,,,1,3.5,
2017-18,20183 (Summer 2018),ART 360 A,TOPICS STUDIO ART,17,6,11,,,,,,,,,,,,3.8,
2017-18,20183 (Summer 2018),ART H 270 A,CONTEMP ART & IDENT,48,20,8,6,4,3,3,,1,1,,,,2,3.4,
2017-18,20183 (Summer 2018),ART H 273 A,HIST OF PHOTOGRAPHY,46,11,8,3,4,3,4,1,3,,,1,4,4,2.8,
2017-18,20183 (Summer 2018),ASTR 101 E,ASTRONOMY,49,2,17,8,4,6,1,1,,,3,,4,3,2.8,
2017-18,20183 (Summer 2018),ASTR 150 E,THE PLANETS,32,2,4,6,2,4,,1,,2,1,,4,6,2.5,
2017-18,20183 (Summer 2018),ATM S 211 A,CLIMATE CHANGE,16,4,6,2,1,2,,,,,,1,,,3.3,
2017-18,20183 (Summer 2018),B A 500 A,BUSINESS ADMIN I,15,1,13,1,,,,,,,,,,,3.5,
2017-18,20183 (Summer 2018),B CMU 301 A,STRATEGIC CMU,21,4,14,2,1,,,,,,,,,,3.6,
2017-18,20183 (Summer 2018),B ECON 300 A,MANAGERIAL ECON,33,2,8,8,10,4,,1,,,,,,,3.2,
2017-18,20183 (Summer 2018),B ECON 301 A,INTERMED MACROECON,16,1,8,3,,3,,,,,,,,1,3.4,
2017-18,20183 (Summer 2018),BIO A 201 A,PRIN BIOLOGCL ANTH,19,2,6,1,5,1,2,,,,,,2,,2.9,
